"Yrkesområde","SSYK 2012","Yrkesgrupp","Yrkesbenämning"
"Yrken med social inriktning","5343","Personliga assistenter","Personligt ombud"
"Yrken med teknisk inriktning","2141","Civilingenjörsyrken inom logistik och produktionsplanering","Logistiker"
"Yrken med teknisk inriktning","2141","Civilingenjörsyrken inom logistik och produktionsplanering","Logistikingenjör"
"Yrken med teknisk inriktning","2141","Civilingenjörsyrken inom logistik och produktionsplanering","Materialplanerare"
"Yrken med teknisk inriktning","2141","Civilingenjörsyrken inom logistik och produktionsplanering","Materialstyrare"
"Yrken med teknisk inriktning","2141","Civilingenjörsyrken inom logistik och produktionsplanering","Supply chain manager/SCM manager"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Applikationsingenjör"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Beräkningsingenjör, el-tele"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Besiktningsingenjör, el-tele"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Civilingenjör inom elektroteknik"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Civilingenjör, el-tele"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Civilingenjör, elkraft"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Civilingenjör, konstruktion, elektronik"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Civilingenjör, kvalitet, elektronik"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Civilingenjör, medicinsk teknik"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Civilingenjör, produktion, elektronik"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Elkvalitetsanalytiker, elkraft"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Elnätsanalytiker"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Elnätsspecialist"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Experimentingenjör, el-tele"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Forskare, mikroelektronik"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Forskningsingenjör, el-tele"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Hårdvarukonstruktör"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Konstruktör, el-tele"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Kontrollanläggningsingenjör, elkraft"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Kvalitetsingenjör, el-tele"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Nät- och kraftsystemsanalytiker, elkraft"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Planeringsingenjör, el-tele"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Processingenjör, el-tele"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Projekteringsingenjör, el-tele och elektronik"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Provningsingenjör, el-tele"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Rymdingenjör"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Underhållsanalytiker, elkraft"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Utvecklingsingenjör, el-tele"
"Yrken med teknisk inriktning","2143","Civilingenjörsyrken inom elektroteknik","Utvecklingsingenjör, elkraft"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Civilingenjör, energi"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Civilingenjör, farkostteknik"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Civilingenjör, konstruktion, maskin"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Civilingenjör, maskin"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Civilingenjör, produktion, maskin"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Civilingenjör, tillverkningsindustri"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Driftingenjör, maskin"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Fartygskonstruktör"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Flygingenjör"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Forskningsingenjör, maskin"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Processingenjör, maskin"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Projekteringsingenjör, maskin"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Provningsingenjör, maskin"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Solenergiprojektör/Solcellsprojektör"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Svetsingenjör"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Utvecklingsingenjör, maskin"
"Yrken med teknisk inriktning","2144","Civilingenjörsyrken inom maskinteknik","Utvecklingsingenjör, tillverkningsindustri"
"Yrken med teknisk inriktning","2145","Civilingenjörsyrken inom kemi och kemiteknik","Civilingenjör, forskning och utveckling, kemi"
"Yrken med teknisk inriktning","2145","Civilingenjörsyrken inom kemi och kemiteknik","Civilingenjör, kemi"
"Yrken med teknisk inriktning","2145","Civilingenjörsyrken inom kemi och kemiteknik","Civilingenjör, kemiteknik"
"Yrken med teknisk inriktning","2145","Civilingenjörsyrken inom kemi och kemiteknik","Civilingenjör, kvalitet, kemiteknik"
"Yrken med teknisk inriktning","2145","Civilingenjörsyrken inom kemi och kemiteknik","Civilingenjör, process, kemiteknik"
"Yrken med teknisk inriktning","2145","Civilingenjörsyrken inom kemi och kemiteknik","Forskningsingenjör, kemi"
"Yrken med teknisk inriktning","2145","Civilingenjörsyrken inom kemi och kemiteknik","Processutvecklare, kemi"
"Yrken med teknisk inriktning","2145","Civilingenjörsyrken inom kemi och kemiteknik","Utvecklingsingenjör, kemi"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Bergsingenjör"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Civilingenjör, kvalitet, metallurgi"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Civilingenjör, produktion, gruv, metallurgi"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Forskningsingenjör, metallurgi"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Geotekniker"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Ingenjörsgeolog"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Metallurg"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Processingenjör, gruv"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Processingenjör, metallurgi"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Produktionsingenjör, gjuteri"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Produktionsingenjör, gruv"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Projekteringsingenjör, gruv och metallurgi"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Utvecklingsingenjör, gruv"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Utvecklingsingenjör, metallurgi"
"Yrken med teknisk inriktning","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Valsverksingenjör"
"Yrken med teknisk inriktning","2149","Övriga civilingenjörsyrken","Akustikingenjör"
"Yrken med teknisk inriktning","2149","Övriga civilingenjörsyrken","Civilingenjör, teknisk fysik"
"Yrken med teknisk inriktning","2149","Övriga civilingenjörsyrken","Forskare, trafiksäkerhet"
"Yrken med teknisk inriktning","2149","Övriga civilingenjörsyrken","Kontrollingenjör"
"Yrken med teknisk inriktning","2149","Övriga civilingenjörsyrken","Patentingenjör/Patentkonsult"
"Yrken med teknisk inriktning","2149","Övriga civilingenjörsyrken","Produktutvecklare"
"Yrken med teknisk inriktning","2149","Övriga civilingenjörsyrken","Standardiseringsingenjör"
"Yrken med teknisk inriktning","2161","Arkitekter m.fl.","Arkitekt"
"Yrken med teknisk inriktning","2161","Arkitekter m.fl.","Inredningsarkitekt"
"Yrken med teknisk inriktning","2162","Landskapsarkitekter","Landskapsarkitekt"
"Yrken med teknisk inriktning","2163","Planeringsarkitekter m.fl.","Planarkitekt"
"Yrken med teknisk inriktning","2163","Planeringsarkitekter m.fl.","Planeringsarkitekt"
"Yrken med teknisk inriktning","2163","Planeringsarkitekter m.fl.","Stadsutvecklare/Samhällsstrateg"
"Yrken med teknisk inriktning","3111","Ingenjörer och tekniker inom industri, logistik och produktionsplanering","Beredare underhåll inom industriell tillverkning"
"Yrken med teknisk inriktning","3111","Ingenjörer och tekniker inom industri, logistik och produktionsplanering","Inköpsplanerare"
"Yrken med teknisk inriktning","3111","Ingenjörer och tekniker inom industri, logistik och produktionsplanering","Produktionsberedare inom industriell tillverkning"
"Yrken med teknisk inriktning","3111","Ingenjörer och tekniker inom industri, logistik och produktionsplanering","Projektledare, industri"
"Yrken med teknisk inriktning","3111","Ingenjörer och tekniker inom industri, logistik och produktionsplanering","SQE Supplier Quality Engineer"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Automationstekniker, el"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Automationstekniker, elektronik"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Batteritekniker"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Beredare, elkraft"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Dataingenjör"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Driftingenjör elkraft"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Elektronikkonstruktör"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Elingenjör"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Elkonstruktör"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Elkraftingenjör"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Infrastrukturspecialist, It"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Kvalitetsingenjör elektronik"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Planeringsingenjör, elektronik"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Produktionsingenjör, elektronik"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Projektledare, el"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Projektledare, telekom"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Serviceingenjör, elektronik"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Signalingenjör"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Teleingenjör"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Underhållsingenjör elkraft"
"Yrken med teknisk inriktning","3113","Ingenjörer och tekniker inom elektroteknik","Vattenkrafttekniker"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Automationsingenjör, maskin"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Automationstekniker, maskin"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Automationstekniker, tillverkningsindustri"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Driftingenjör, VA"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Driftingenjör, värmeverk"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Energiingenjör"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Fordonsingenjör"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Formbestämmare/Surface designer"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Kalibreringsingenjör, tillverkningsindustri"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Konstruktör, tillverkningsindustri"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Kontrollingenjör, maskin"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Kundserviceingenjör, tillverkningsindustri"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Kvalitetsingenjör, maskin/Kvalitetstekniker, maskin"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Maskinkonstruktör"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Mekatronikingenjör"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Planeringsingenjör, maskin"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Processtekniker, tillverkningsindustri"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Produktionsingenjör, maskin"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Produktionsledare, tillverkningsindustri"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Produktionsplanerare, tillverkningsindustri"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Produktionstekniker, maskin/Produktionstekniker, verkstad"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Projektledare, maskin"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Projektledare, ventilation"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Projektledare, VS"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Ritare, maskin"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Satellitoperatör"
"Yrken med teknisk inriktning","3114","Ingenjörer och tekniker inom maskinteknik","Serviceingenjör, maskin"
